,CNY,JPY,INR,EUR,GBP,time,USD
151,1091.3146598763187,1096.779544439482,1068.0458708764615,1063.6591478696741,1069.8043627726731,1486624560,1063.09
152,1092.1644234267005,1096.6863778472532,1082.20061061881,1063.147229776569,1069.4668416776049,1486624620,1063.31
153,1091.4136049472536,1096.4383206788746,1082.20061061881,1064.49101477097,1069.4668416776049,1486624680,1063.11
154,1091.4136049472536,1096.2804823581957,1082.1466974458262,1064.480349810697,1070.1418838677416,1486624740,1063.42
155,1091.470352855584,1096.6815542652969,1097.378211333681,1062.9232656108356,1070.1418838677416,1486624800,1063.1
156,1091.5285558384867,1097.3927646270656,1096.379477250726,1062.9232656108356,1070.1418838677416,1486624860,1063.08
157,1090.9916333212077,1097.4530594015184,1096.379477250726,1062.9232656108356,1070.1418838677416,1486624920,1063.22
158,1091.3466715169152,1097.504510942385,1096.379477250726,1062.9126006505626,1070.1418838677416,1486624980,1063.22
159,1090.9407057111678,1097.4579723090665,1096.379477250726,1062.5606569615527,1070.1418838677416,1486625040,1063.05
160,1090.5914878137505,1095.3825815096025,1096.379477250726,1062.5286620807337,1069.3418338646163,1486625100,1061.44
161,1090.6831575118226,1095.7371147833856,1096.379477250726,1061.163547165787,1069.3418338646163,1486625160,1060.16
162,1091.048381229538,1096.05163019205,1097.645543227344,1062.4113475177305,1069.3418338646163,1486625220,1060.66
163,1090.5580210985813,1095.8970075926752,1080.583662223546,1062.4433423985497,1067.666729170573,1486625280,1061.31
164,1090.348490360131,1095.7252344796784,1080.583662223546,1062.4326774382766,1067.666729170573,1486625340,1061.2
165,1090.984357948345,1095.8639571237159,1080.583662223546,1061.163547165787,1067.4292143258954,1486625400,1061.56
166,1090.6045834849037,1095.820902188477,1065.4979521930152,1062.4860022396417,1067.4292143258954,1486625460,1061.74
167,1090.582757366315,1095.9615006699419,1096.724402412689,1060.7476137151389,1067.4292143258954,1486625520,1061.32
168,1090.246635140051,1095.8760160786067,1096.724402412689,1062.4753372793687,1068.6042877679854,1486625580,1061.86
169,1090.0953073845035,1095.1283608753906,1096.8369945640034,1061.5901455767078,1068.6542908931808,1486625640,1061.62
170,1090.1506002182614,1094.8130415364003,1096.8769081837816,1062.2940329547273,1068.6542908931808,1486625700,1060.76
171,1090.8766824299746,1094.6941491737382,1096.8778017722839,1061.4621660534315,1068.9793112069503,1486625760,1060.77
172,1089.7839214259732,1095.1131755247877,1097.860898056445,1062.2300431930892,1068.9793112069503,1486625820,1060.68
173,1088.078574026919,1095.0677981241624,1097.860898056445,1062.2300431930892,1068.9793112069503,1486625880,1060.85
174,1088.7697344488906,1093.8025011165698,1097.860898056445,1062.3046979150004,1068.9793112069503,1486625940,1060.84
175,1084.1687886504183,1092.0292094685126,1097.860898056445,1061.73945502053,1068.9793112069503,1486626000,1060.0
176,1081.1335030920336,1092.0602947744528,1097.860898056445,1061.238201887698,1068.9793112069503,1486626060,1059.44
177,1079.660967624591,1091.845913354176,1097.7770496686278,1060.321015304218,1068.3542721420088,1486626120,1058.35
178,1077.8115678428521,1089.5212148280482,1097.7770496686278,1058.1773582893404,1068.3542721420088,1486626180,1057.39
179,1076.0320116405967,1089.0474318892363,1097.2258544940055,1056.9082280168507,1068.3542721420088,1486626240,1053.06
180,1075.54165150964,1089.4895042429657,1097.2260034254227,1055.8737268703674,1056.6785424089005,1486626300,1050.34
181,1073.491451436886,1089.9757034390352,1094.7238066870207,1055.3831386978084,1056.6785424089005,1486626360,1049.89
182,1075.3874136049474,1090.817150513622,1074.5558120485518,1054.743241081427,1056.6785424089005,1486626420,1050.55
183,1075.2913786831575,1091.1432782492184,1068.3009903939237,1055.0631898896177,1056.04100256266,1486626480,1051.41
184,1074.9959985449254,1091.12130415364,1089.240896567131,1055.2764890950782,1059.1036939808737,1486626540,1052.89
185,1074.218988723172,1089.476552032157,1047.3604884950482,1054.4446221937824,1059.2537033564597,1486626600,1052.85
186,1076.5718443070207,1091.0644930772667,1089.241045498548,1055.1271796512558,1059.2537033564597,1486626660,1053.04
187,1077.9483448526737,1091.174631531934,1089.241045498548,1054.5619367567856,1059.2537033564597,1486626720,1053.04
188,1076.4161513277556,1092.216435908888,1099.0919651500485,1055.0951847704366,1059.2537033564597,1486626780,1055.15
189,1078.2611858857767,1092.3111210361767,1099.0919651500485,1055.9590465525516,1059.2537033564597,1486626840,1055.33
190,1077.6122226264097,1092.3399732023224,1099.0919651500485,1055.297819015624,1059.2537033564597,1486626900,1055.4
191,1077.8377591851583,1092.227780259044,1092.747933576588,1056.3536500826535,1059.2537033564597,1486626960,1055.84
192,1084.3841396871592,1092.2587762393925,1092.747933576588,1056.5562843278408,1062.3913994624663,1486627020,1056.93
193,1081.4696253182976,1093.3837427422957,1052.6295331000074,1056.58827920866,1062.3913994624663,1486627080,1056.95
194,1083.1589668970535,1093.3478338543991,1052.6274480601683,1056.8975630565776,1062.3913994624663,1486627140,1057.99
195,1084.312841033103,1093.7226440375168,1052.6274480601683,1057.0148776195808,1063.903993999625,1486627200,1058.18
196,1083.9752637322663,1093.1977668602055,1096.7285724923672,1058.945235428998,1063.903993999625,1486627260,1057.94
197,1084.0814841760641,1093.4217954443948,1096.7285724923672,1058.1240334879753,1063.903993999625,1486627320,1064.02
198,1082.4357948344853,1093.880393032604,1096.9489909896492,1058.8599157468138,1063.903993999625,1486627380,1059.32
199,1082.638050200073,1093.8843233586422,1097.3688286544048,1059.1478696741856,1063.903993999625,1486627440,1059.56
200,1082.2437249909058,1093.9891022778027,1097.3688286544048,1060.9502479603264,1064.7540471279453,1486627500,1059.71
201,1083.9927246271372,1094.0408217954443,1097.3688286544048,1061.216871967152,1064.7540471279453,1486627560,1059.61
202,1083.895234630775,1094.280303707012,1098.8736316926056,1060.321015304218,1064.7540471279453,1486627620,1059.56
203,1084.8715896689705,1094.3095131755247,1098.8737806240229,1061.8674345438062,1066.4416526032876,1486627680,1060.33
204,1084.1149508912333,1095.792675301474,1098.8737806240229,1061.238201887698,1066.4416526032876,1486627740,1060.56
205,1084.7217169879957,1096.3434569004019,1099.091071561546,1061.3448514904283,1066.4416526032876,1486627800,1061.17
206,1087.9272462713714,1096.6890576150067,1099.0921140814655,1060.768943635685,1066.5541596349772,1486627860,1061.86
207,1086.7544561658785,1097.2611880303707,1099.0924119442998,1060.5023196288594,1066.5791611975749,1486627920,1061.38
208,1087.2273554019644,1097.3424743188923,1099.0924119442998,1061.6221404575267,1069.4293393337084,1486627980,1062.42
209,1087.8384867224445,1097.0731576596695,1099.0924119442998,1060.71561883432,1069.4293393337084,1486628040,1062.31
210,1088.2124408875954,1097.1180884323358,1098.8916523940727,1061.1422172452408,1069.4293393337084,1486628100,1062.12
211,1088.1207711895236,1096.8978115230013,1098.8919502569067,1065.9734442489203,1066.4666541658853,1486628160,1062.09
212,1089.4812659148781,1097.1033497096919,1056.1578673021074,1061.8674345438062,1066.4666541658853,1486628220,1062.52
213,1089.033102946526,1096.7676641357748,1056.1578673021074,1062.9339305711087,1066.4666541658853,1486628280,1063.22
214,1089.607857402692,1097.114336757481,1099.3557226897015,1065.7388151229136,1066.4666541658853,1486628340,1063.41
215,1089.091305929429,1097.5239839213934,1078.0524238588132,1064.3417053271478,1066.4666541658853,1486628400,1063.73
216,1090.5580210985813,1097.7715944618133,1092.3207982723957,1064.3417053271478,1066.4666541658853,1486628460,1063.92
217,1091.7366315023646,1097.8262617239839,1093.0469878620895,1064.448354929878,1066.4666541658853,1486628520,1064.02
218,1091.575118224809,1097.9199642697633,1093.0469878620895,1065.9521143283741,1066.4666541658853,1486628580,1064.49
219,1091.9912695525647,1097.9855292541313,1064.4655596097996,1066.1334186530155,1069.4293393337084,1486628640,1064.37
220,1090.6453255729357,1097.6711924966503,1064.4655596097996,1066.0374340105584,1067.0166885430338,1486628700,1064.39
221,1092.628592215351,1097.190531487271,1064.4655596097996,1066.4000426598411,1067.1791986999187,1486628760,1063.92
222,1092.7755547471809,1097.1221974095579,1064.4655596097996,1066.78398122967,1069.1168198012376,1486628820,1064.38
223,1091.3437613677702,1096.44662795891,1095.0419241939087,1066.2080733749267,1069.1168198012376,1486628880,1064.44
224,1092.3768643142962,1095.809825815096,1095.0419241939087,1066.0800938516504,1070.6794174635913,1486628940,1064.34
225,1091.4572571844308,1096.099598034837,1095.042073125326,1066.2507332160187,1070.404400275017,1486629000,1064.58
226,1091.3277555474717,1095.856543099598,1096.4453049370766,1065.3548765530848,1070.4294018376147,1486629060,1064.57
227,1091.29283375773,1095.8161679321124,1096.4453049370766,1065.3122167119927,1069.4168385524094,1486629120,1064.42
228,1091.9578028373953,1096.1757034390353,1096.4453049370766,1065.386871433904,1069.4293393337084,1486629180,1064.24
229,1092.2531829756276,1095.9924073246987,1096.4453049370766,1065.386871433904,1069.4293393337084,1486629240,1064.14
230,1092.3623135685705,1095.7837427422958,1096.4453049370766,1065.2055671092626,1069.4293393337084,1486629300,1063.95
231,1092.2299017824664,1095.7907994640464,1062.2750763273514,1065.2055671092626,1069.4668416776049,1486629360,1063.93
232,1091.3161149508912,1095.7715051362215,1062.2591406657234,1065.3442115928117,1068.6917932370773,1486629420,1063.68
233,1091.653692251728,1095.749620366235,1062.2591406657234,1065.2588919106277,1068.7542971435714,1486629480,1063.78
234,1091.9156056747909,1095.234033050469,1062.2591406657234,1064.906948221618,1068.479279954997,1486629540,1063.99
235,1091.0672971989814,1094.3476552032157,1062.2591406657234,1064.896283261345,1066.5791611975749,1486629600,1063.81
236,1090.994543470353,1094.0392139347923,1062.2591406657234,1063.9364368367728,1067.8042377648603,1486629660,1062.61
237,1089.6325936704256,1092.8599374720857,1079.8655149303747,1063.11523489575,1067.8042377648603,1486629720,1062.7
238,1088.210985813023,1093.7460473425635,1078.9661181026138,1063.6698128299472,1067.8042377648603,1486629780,1062.84
239,1090.9203346671518,1094.633139794551,1059.3989128006554,1063.4245187436677,1067.5417213575847,1486629840,1062.34
240,1089.8392142597309,1094.8780705672175,1059.3989128006554,1063.584493147763,1067.5417213575847,1486629900,1062.06
241,1090.6875227355404,1094.82054488611,1098.8678233673393,1061.9847491068097,1067.5417213575847,1486629960,1061.99
242,1090.1724263368499,1094.7822242072352,1098.8699084071784,1063.3072041806645,1064.7040440027502,1486630020,1062.02
243,1090.0036376864316,1094.5738276016077,1098.8699084071784,1062.0380739081747,1064.1540096256015,1486630080,1061.9
244,1089.6762459076028,1094.9259490844127,1098.3632437262643,1062.0167439876286,1065.166572910807,1486630140,1061.8
245,1090.8010185522007,1094.800803930326,1098.3632437262643,1062.112728630086,1065.166572910807,1486630200,1061.77
246,1090.1971626045836,1094.8591335417595,1098.3636905205155,1063.00858529302,1064.1540096256015,1486630260,1061.69
